"일련번호","지역구","제목","내용","대상","종목","일시","장소","참가규모(명)","수혜기관명","주소","전화번호","기관 홈페이지"
"6228","관악","일반체육활동사업","생활체육","유소년","생활체육","화 14:50~15:30","관악초등학교 강당","15명","관악초등학교","서울특별시 관악구 청룡4길 49","02-874-3832",""
"6227","관악","일반체육활동사업","생활체육","유소년","생활체육","화 14:00~14:40","관악초등학교 강당","15명","관악초등학교","서울특별시 관악구 청룡4길 49","02-874-3832",""
"6226","관악","일반체육활동사업","생활체육","유소년","생활체육","화 10:30~11:10","미래클어린이집","20명","미래클어린이집","서울특별시 관악구 법원단지2길 15-4","02-863-7002",""
"6225","관악","일반체육활동사업","생활체육","유소년","생활체육","월 16:15~17:00","남부초등학교 운동장","15명","우리들의공부방","서울특별시 관악구 남부순환로 1535","02-868-9313",""
"6224","관악","일반체육활동사업","생활체육","유소년","생활체육","월 15:30~16:15","남부초등학교 운동장","15명","우리들의공부방","서울특별시 관악구 남부순환로 1535","02-868-9312",""
"6223","관악","일반체육활동사업","생활체육","유소년","생활체육","월 14:00~14:45","난향초등학교 강당","20명","난향초등학교","서울특별시 관악구 난향길9","02-868-9302",""
"6222","관악","일반체육활동사업","생활체육","유소년","생활체육","월 10:30~11:10","전박사어린이집","15명","전박사어린이집","서울 관악구 보라매로 62 보라매삼성아파트단지내","02-873-7208",""
"6221","관악","일반체육활동사업","생활체육","일반","생활체육","금 14:00~14:40","신봉초등학교","15명","신봉초등학교","서울특별시 관악구 양녕로6나길 1","02-871-9616","http://sinbong.sen.es.kr/index.do"
"6220","관악","일반체육활동사업","생활체육","일반","생활체육","금 13:10~13:50","신봉초등학교","15명","신봉초등학교","서울특별시 관악구 양녕로6나길 1","02-871-9616","http://sinbong.sen.es.kr/index.do"
"6219","관악","일반체육활동사업","생활체육","일반","생활체육","금 09:50~10:20","훈세어린이집","15명","훈세어린이집","서울특별시 관악구 관천로15길 100 2층","02-863-7908",""
"6218","관악","일반체육활동사업","생활체육","일반","생활체육","목 15:20~16:00","삼성초등학교","15명","삼성초등학교","서울특별시 관악구 대학7길 52","02-877-9144","http://samseong.sen.es.kr/index.do"
"6217","관악","일반체육활동사업","생활체육","일반","생활체육","목 14:40~15:20","삼성초등학교","15명","삼성초등학교","서울특별시 관악구 대학7길 52","02-877-9144","http://samseong.sen.es.kr/index.do"
"6216","관악","일반체육활동사업","생활체육","일반","생활체육","목  09:50~10:20","구립금빛어린이집","15명","구립금빛어린이집","서울특별시 관악구 남부순환로246가길 17","02-875-8172",""
"6215","관악","일반체육활동사업","생활체육","일반","생활체육","수 15:40~16:20","사당초등학교","15명","사당초등학교","서울특별시 관악구 남현4길 51","02-522-4180","http://sadang.sen.es.kr/index.do"
"6214","관악","일반체육활동사업","생활체육","일반","생활체육","수 15:00~15:40","사당초등학교","15명","사당초등학교","서울특별시 관악구 남현4길 51","02-522-4180","http://sadang.sen.es.kr/index.do"
"6213","관악","일반체육활동사업","생활체육","일반","생활체육","수 09:50~10:20","떡잎어린이집","15명","떡잎어린이집","서울특별시 관악구 장군봉7길12","02-879-2844",""
"6212","관악","일반체육활동사업","생활체육","일반","생활체육","화 16:00~16:40","신우초등학교","15명","신우초등학교","서울특별시 관악구 호암로 498","","http://seoulsinwoo.sen.es.kr/index.do"
"6211","관악","일반체육활동사업","생활체육","일반","생활체육","화 15:20~16:00","신우초등학교","15명","신우초등학교","서울특별시 관악구 호암로 498","","http://seoulsinwoo.sen.es.kr/index.do"
"6210","관악","일반체육활동사업","생활체육","일반","생활체육","화 14:00~14:40","난향초등학교","15명","난향초등학교","서울특별시 관악구 난향길9","","http://nanhyang.sen.es.kr/index.do"
"6209","관악","일반체육활동사업","생활체육","일반","생활체육","월 15:40~16:20","구암초등학교","15명","구암초등학교","서울특별시 관악구 구암길 1","02-871-6641","http://seoulguam.sen.es.kr/index.do"
"6208","관악","일반체육활동사업","생활체육","일반","생활체육","월 15:00~15:40","구암초등학교","15명","구암초등학교","서울특별시 관악구 구암길 1","02-871-6641","http://seoulguam.sen.es.kr/index.do"
"6207","관악","일반체육활동사업","생활체육","일반","생활체육","월 13:20~14:00","떡잎어린이집","16명","떡잎어린이집","서울특별시 관악구 장군봉7길12","02-879-2844",""
"6206","관악","일반체육활동사업","각 종 뉴스포츠","일반","각 종 뉴스포츠","금 14:10~14:50","신우초등학교","20명","신우초등학교","서울특별시 관악구 호암로 498","02-874-9812","seoulsinwoo.sen.es.kr"
"6205","관악","일반체육활동사업","각 종 뉴스포츠","일반","각 종 뉴스포츠","금 13:30~14:10","신우초등학교","20명","신우초등학교","서울특별시 관악구 호암로 498","02-874-9812","seoulsinwoo.sen.es.kr"
"6204","관악","일반체육활동사업","각 종 뉴스포츠","일반","각 종 뉴스포츠","목 14:50~15:30","당곡초등학교","15명","당곡초등학교","서울특별시 관악구 보라매로2길 24","02-872-4683","danggok.sen.es.kr"
"6203","관악","일반체육활동사업","각 종 뉴스포츠","일반","각 종 뉴스포츠","목 14:10~14:50","당곡초등학교","15명","당곡초등학교","서울특별시 관악구 보라매로2길 23","02-872-4683","danggok.sen.es.kr"
"6202","관악","일반체육활동사업","각 종 뉴스포츠","일반","각 종 뉴스포츠","목 12:40~13:20","남부초등학교병설유치원","22명","남부초등학교병설유치원","서울특별시 관악구 남부순환로163길 14","02-857-5033",""
"6201","관악","일반체육활동사업","각 종 뉴스포츠","일반","각 종 뉴스포츠","목 12:00~12:40","남부초등학교병설유치원","22명","남부초등학교병설유치원","서울특별시 관악구 남부순환로163길 14","02-857-5033",""
"6200","관악","일반체육활동사업","각 종 뉴스포츠","일반","각 종 뉴스포츠","수 14:50~15:30","은천초등학교","20명","은천초등학교","서울특별시 관악구 은천로 69","02-883-6321","http://euncheon.sen.es.kr/index.do"
"6199","관악","일반체육활동사업","각 종 뉴스포츠","일반","각 종 뉴스포츠","수 14:10~14:50","은천초등학교","20명","은천초등학교","서울특별시 관악구 은천로 69","02-883-6321","http://euncheon.sen.es.kr/index.do"
"6198","관악","일반체육활동사업","각 종 뉴스포츠","일반","각 종 뉴스포츠","화 14:10~14:50","비상청소년사회복귀시설","20명","비상청소년사회복귀시설","서울특별시 관악구 남부순환로 2054","070-4200-4401","http://www.visang.or.kr/"
"6196","관악","일반체육활동사업","각 종 뉴스포츠","일반","각 종 뉴스포츠","화 12:10~12:50","푸른솔어린이집","15명","푸른솔어린이집","서울특별시 관악구 낙성대역길 67 1,3층 (봉천동)","02-871-1215","https://iseoul.seoul.go.kr/homepage/main.do?stCode=11620000075"
"6195","관악","일반체육활동사업","각 종 뉴스포츠","일반","각 종 뉴스포츠","화 11:30~12:10","푸른솔어린이집","15명","푸른솔어린이집","서울특별시 관악구 낙성대역길 67 1,2층 (봉천동)","02-871-1215","iseoul.seoul.go.kr/homepage/main.do?stCode=11620000075"
"6194","관악","일반체육활동사업","각 종 뉴스포츠","일반","각 종 뉴스포츠","월 15:40~16:20","신우초등학교","12명","신우초등학교","서울특별시 관악구 호암로 498","02-874-9812","seoulsinwoo.sen.es.kr"
"6193","관악","일반체육활동사업","각 종 뉴스포츠","일반","각 종 뉴스포츠","월 14:40~15:20","삼성초등학교","20명","삼성초등학교","서울특별시 관악구 대학7길 52","02-877-9144","samseong.sen.es.kr"
"6192","관악","일반체육활동사업","각 종 뉴스포츠","일반","각 종 뉴스포츠","월 14:00~14:40","삼성초등학교","20명","삼성초등학교","서울특별시 관악구 대학7길 52","02-877-9144","samseong.sen.es.kr"
"6191","관악","일반체육활동사업","생활체육","일반","생활체육","금 14:10~14:50","구립용꿈어린이집","15명","구립용꿈어린이집","서울특별시 관악구 신림로58길 68","02-877-4587",""
"6190","관악","일반체육활동사업","생활체육","일반","생활체육","금 13:30~14:10","구립용꿈어린이집","15명","구립용꿈어린이집","서울특별시 관악구 신림로58길 68","02-877-4587",""
"6189","관악","일반체육활동사업","생활체육","일반","생활체육","목 15:40~16:20","한우리지역아동센터","15명","한우리지역아동센터","서울특별시 관악구 낙성대역14가길 7 2층","02-884-1026",""
"6188","관악","일반체육활동사업","생활체육","일반","생활체육","목 15:00~15:40","한우리지역아동센터","15명","한우리지역아동센터","서울특별시 관악구 낙성대역14가길 7 2층","02-884-1026",""
"6187","관악","일반체육활동사업","생활체육","일반","생활체육","목 11:00~11:40","동원유치원","15명","동원유치원","서울특별시 관악구 행운1길 96","02-875-3456",""
"6186","관악","일반체육활동사업","생활체육","일반","생활체육","목 10:20~11:00","동원유치원","15명","동원유치원","서울특별시 관악구 행운1길 96","02-875-3456",""
"6185","관악","일반체육활동사업","생활체육","일반","생활체육","수 15:20~16:00","신우초등학교","15명","신우초등학교","서울특별시 관악구 호암로 498","02-874-9812","http://seoulsinwoo.sen.es.kr/index.do"
"6184","관악","일반체육활동사업","생활체육","일반","생활체육","수 14:40~15:20","신우초등학교","15명","신우초등학교","서울특별시 관악구 호암로 498","02-874-9812","http://seoulsinwoo.sen.es.kr/index.do"
"6183","관악","일반체육활동사업","생활체육","일반","생활체육","수 14:00~14:40","구립율곡어린이집","10명","구립율곡어린이집","서울특별시 관악구 신우길 1 (신림동)","02-889-7682","www.yulgokhouse.co.kr"
"6182","관악","일반체육활동사업","생활체육","일반","생활체육","수 13:20~14:00","구립율곡어린이집","10명","구립율곡어린이집","서울특별시 관악구 신우길 1 (신림동)","02-889-7682","www.yulgokhouse.co.kr"
"6181","관악","일반체육활동사업","생활체육","일반","생활체육","화 15:40~16:20","신우유치원","10명","신우유치원","서울특별시 관악구 호암로 498","02-874-3558","www.seoulsinwoo.com"
"6180","관악","일반체육활동사업","생활체육","일반","생활체육","화 15:00~15:40","신우유치원","10명","신우유치원","서울특별시 관악구 호암로 498","02-874-3558","www.seoulsinwoo.com"
"6179","관악","일반체육활동사업","생활체육","일반","생활체육","월 14:00~14:40","재능어린이집","10명","재능어린이집","서울특별시 관악구 서원6길 28 2층 (신림동)","02-885-3014","jn1004.vgk.co.kr"
"6178","관악","일반체육활동사업","생활체육","일반","생활체육","월 10:50~11:30","구립새빛어린이집","15명","구립새빛어린이집","서울특별시 관악구 신사로10길 29 (신림동)","02-862-1255",""
"6177","관악","일반체육활동사업","생활체육","일반","생활체육","월 10:10~10:50","구립새빛어린이집","15명","구립새빛어린이집","서울특별시 관악구 신사로10길 29 (신림동)","02-862-1255",""
"6176","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","금 10:50~11:40","청운데이케어센터","20명","청운데이케어센터","서울특별시 동작구 국사봉1길 145","","http://cwwc2.cafe24.com/bbs/board.php?bo_table=02_1"
"6175","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","수 14:30~15:10","본동신동아아파트 경로당","10명","본동신동아아파트 경로당","서울특별시 동작구 매봉로 134","",""
"6174","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","수, 금 13:00~13:50","사당3동 주민센터","15명","사당3동 주민센터","서울특별시 동작구 사당로17길 86 사당3동 주민센터","02-534-0040","http://www.dongjak.go.kr/dong/main/main.do?dongCd=10"
"6173","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","수, 금 09:30~10:20","신대방2동 주민센터","20명","신대방2동 주민센터","서울특별시 동작구 여의대방로24길 76","02-821-1008","http://www.dongjak.go.kr/dong/main/main.do?dongCd=15"
"6172","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","화, 목 13:30~14:10","사당4동 경로당","20명","사당4동 경로당","서울특별시 동작구 사당로16라길 9","02-583-2306",""
"6171","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","화, 목 11:00~11:40","동작구보건소 사당분소B","20명","동작구보건소 사당분소","서울특별시 동작구 사당로 253-3","02-820-9603","http://www.dongjak.go.kr/healthcare/main/contents.do?menuNo=300006"
"6170","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","화, 목 10:00~10:40","동작구보건소 사당분소A","20명","동작구보건소 사당분소","서울특별시 동작구 사당로 253-3","02-820-9603","http://www.dongjak.go.kr/healthcare/main/contents.do?menuNo=300006"
"6169","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","월  13:30~14:10","본동신동아아파트 경로당","10명","본동신동아아파트 경로당","서울특별시 동작구 매봉로 134","",""
"6168","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","월 11:00~11:50","사당종합사회복지관","40명","사당종합사회복지관","서울특별시 동작구 사당로14길 20 사당종합사회복지관","02-597-3710","http://www.sadangwelfare.org/new_2007/index.htm"
"6047","영등포","어르신체육활동사업","헬스","어르신","헬스","목 10:00~10:40","신길5동주민센터","15명","신길5동주민센터","서울특별시 영등포구 도림로 264","",""
"6167","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","목 15:00~15:40","재영데이케어","25명","재영데이케어","서울특별시 동작구 노량진로6다길 26","02-822-5119","http://www.jydc.or.kr/"
"6166","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","수, 금 14:40~15:20","신동아리버파크경로당","15명","신동아리버파크경로당","서울특별시 동작구 만양로 19","",""
"6165","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","수, 금 13:30~14:20","노량진2동주민센터","15명","노량진2동주민센터","서울특별시 동작구 노량진2동 302-97","02-820-9479","https://www.dongjak.go.kr/dong/main/main.do?dongCd=02"
"6164","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","수, 금 10:50~11:30","백로경로당","20명","백로경로당","서울특별시 동작구 장승배기로17길 26","02-812-6900",""
"6163","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","화 14:50~15:30","정성요양원","15명","정성요양원","서울특별시 동작구 보라매로 89","02-822-8636",""
"6162","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","화 13:30~14:10","구립터널경로당","20명","구립터널경로당","서울특별시 동작구 매봉로 36","02-816-1560",""
"6161","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","화 10:30~11:10","청운노인복지센터","30명","청운노인복지센터","서울특별시 동작구 국사봉1길 145","02-823-3833","http://cwwc2.cafe24.com/"
"6160","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","월,목 13:30~14:10","신동아4차경로당","15명","신동아4차경로당","서울특별시 동작구 동작대로29길 110","",""
"6159","동작","어르신체육활동사업","스트레칭,근력운동,치매예방운동","어르신","생활체조","월,목 11:00~11:50","사당1동 주민센터","20명","사당1동 주민센터","서울특별시 동작구 동작대로17길 28","02-820-9479","http://www.dongjak.go.kr/dong/main/main.do?dongCd=08"
"6158","동작","미취학교실","유아체육","유소년","기초체력","금 15:00~15:30","남성초병설유치원E","28명","남성초등학교병설유치원","서울특별시 동작구 사당로23길 57-14","02-595-3991","http://namsung.sen.es.kr/31559/subMenu.do"
"6157","동작","미취학교실","유아체육","유소년","기초체력","금 14:30~15:00","남성초병설유치원D","28명","남성초등학교병설유치원","서울특별시 동작구 사당로23길 57-14","02-595-3991","http://namsung.sen.es.kr/31559/subMenu.do"
"6156","동작","미취학교실","유아체육","유소년","기초체력","금 14:00~14:30","남성초병설유치원C","28명","남성초등학교병설유치원","서울특별시 동작구 사당로23길 57-14","02-595-3991","http://namsung.sen.es.kr/31559/subMenu.do"
"6155","동작","체육교실","아동체육","유소년","기초체력","목 16:10~16:50","청운지역아동센터B","15명","청운지역아동복지센터","서울특별시 동작구 국사봉1길 145 사회복지법인청운종합복지원","","http://cwwcjoy.hompee.com/user/main/index.hpc"
"6154","동작","체육교실","아동체육","유소년","기초체력","목 15:30~16:10","청운지역아동센터A","15명","청운지역아동복지센터","서울특별시 동작구 국사봉1길 145 사회복지법인청운종합복지원","","http://cwwcjoy.hompee.com/user/main/index.hpc"
"6153","동작","미취학교실","유아체육","유소년","기초체력","목 10:30~11:10","구립참사랑어린이집B","22명","구립참사랑어린이집","서울특별시 동작구 동작대로17길 37","02-582-2072","https://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000022"
"6152","동작","미취학교실","유아체육","유소년","기초체력","수 14:00~14:30","구립상도어린이집C","20명","구립상도어린이집","서울특별시 동작구 양녕로36길 15","02-825-0505","https://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000028"
"6151","동작","미취학교실","유아체육","유소년","기초체력","수 13:30~14:00","구립상도어린이집B","20명","구립상도어린이집","서울특별시 동작구 양녕로36길 15","02-825-0505","https://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000028"
"6150","동작","미취학교실","유아체육","유소년","기초체력","수 13:00~13:30","구립상도어린이집A","20명","구립상도어린이집","서울특별시 동작구 양녕로36길 15","02-825-0505","https://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000028"
"6149","동작","미취학교실","아동체육","유소년","기초체력","화 14:10~14:50","흑석어린이집B","20명","신상도초등학교","서울특별시 동작구 장승배기로14","02-822-6953","http://shinsangdo.sen.es.kr/index.do"
"6148","동작","미취학교실","아동체육","유소년","기초체력","화 13:30~14:10","흑석어린이집A","20명","신상도초등학교","서울특별시 동작구 장승배기로14","02-822-6953","http://shinsangdo.sen.es.kr/index.do"
"6147","동작","일반체육활동사업","걷기","일반","기초체력","화 10:00~11:00","노들나루공원","30명","노들나루공원","서울특별시 동작구 노량진로 247","02-820-9435","www.dongjak.go.kr/healthcare/main/main.do"
"6146","동작","미취학교실","유아체육","유소년","기초체력","월 15:00~15:40","노량진초병설유치원","20명","노량진초병설유치원","서울특별시 동작구 장승배기로160","02-817-1264",""
"6145","동작","미취학교실","유아체육","유소년","기초체력","월 10:30~11:10","구립참사랑어린이집A","22명","구립참사랑어린이집","서울특별시 동작구 동작대로17길 37","02-582-2072","https://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000022"
"6144","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방체조","어르신","생활체조","수, 금 15:00~15:50","상도1동주민센터","30명","상도1동주민센터","서울특별시 동작구 상도로53길 9 4층","02-820-9479",""
"6143","동작","어르신체육활동사업","축구지도","어르신","실버축구","금 10:00~12:00","노들나루공원 잔디구장","20명","실버축구교실","서울특별시 동작구 본동 247","",""
"6142","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방체조","어르신","생활체조","수 14:00~14:40","상도1동주민센터","20명","상도1동주민센터","서울특별시 동작구 상도로53길 9 4층","02-820-9479",""
"6141","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방체조","어르신","생활체조","화 14:00~14:40","송학데이케어센터","20명","송학데이케어센터","서울특별시 동작구 양녕로27길 41 3층","02-812-6017",""
"6140","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방체조","어르신","생활체조","화 13:00~13:40","송학경로당","20명","송학경로당","서울특별시 동작구 양녕로27길 41 2층","02-822-5254",""
"6139","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방체조","어르신","생활체조","화 11:00~11:40","굿하트데이케어센터","25명","굿하트데이케어센터","서울특별시 동작구 상도로 121 영진빌딩 4층","02-3280-7090",""
"6138","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방체조","어르신","생활체조","월, 목 15:30~16:10","삼화데이케어센터","20명","삼화데이케어센터","서울특별시 동작구 사당로13길 42","02-813-7753",""
"6137","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방체조","어르신","생활체조","월, 목 14:00~14:50","르메이에르경로당","15명","르메이에르경로당","서울특별시 동작구 사당로20길 119","02-586-8801",""
"6136","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방체조","어르신","생활체조","월 11:00~11:50/수 10:00~10:50","강남노인복지관","15명","강남노인복지관","서울특별시 동작구 만양로 84","",""
"6135","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","금 14:30~15:10","상도더?1차@경로당","10명","상도더?1차@경로당","서울특별시 동작구 장승배기로4길 9","02-826-0088",""
"6134","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","금 10:40~11:20","엔젤데이케어센터","16명","엔젤데이케어센터","서울특별시 동작구 사당로16라길 9 3층","02-3476-1004","https://cafe.naver.com/adc9988"
"6133","동작","어르신체육활동사업","준비운동,경기진행,마무리운동","어르신","축구","목 08:00~10:00","노량진축구장","25명","노량진축구장","서울특별시 동작구 노들로 688","010-5592-6418",""
"6132","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","수 14:30~15:10","상도2동 경로당","10명","상도2동 경로당","서울특별시 동작구 양녕로 36길 2층","010-8366-8392",""
"6131","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","수,금 13:30~14:20","약수당 경로당","12명","약수당 경로당","서울특별시 동작구 양녕로 210-10","02-822-0559",""
"6130","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","화 13:30~14:10","흑석데이케어","15명","흑석데이케어","서울특별시 동작구 흑석한강로 13","02-825-0511","http://www.hsdaycare.com/"
"6129","동작","어르신체육활동사업","준비운동,경기진행,마무리운동","어르신","축구","화 08:00~10:00","노들나루인조잔디구장","25명","노들나루인조잔디구장","서울특별시 동작구 노량진로 247","010-5592-6418",""
"6128","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","월 14:30~15:10/목 14:30~15:10","상도2동주민센터","20명","상도2동주민센터","서울특별시 동작구 상도로 211","02-814-3755","https://www.dongjak.go.kr/dong/main/main.do?dongCd=04"
"6127","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","월 13:30~14:10","애스톤파크@경로당","10명","애스톤파크@경로당","서울특별시 동작구 성대로1길 9","010-3231-4493",""
"6126","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","월,수 11:00~11:40","흑석푸르지오@경로당","10명","흑석푸르지오@경로당","서울특별시 동작구 흑석한강로 27","010-7241-2416",""
"6125","동작","체육교실","아동체육","유소년","기초체력","금 15:00~16:20","강남방과후교실(A,B)","40명","강남방과후교실어린이집","서울특별시 동작구 만양로 76 강남교회","02-814-7616",""
"6124","동작","미취학교실","유아체육","유소년","기초체력","금 13:30~14:10","YWCA또래또어린이집","17명","YWCA또래또어린이집","서울특별시 동작구 국사봉1길 100","02-821-0210","https://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000079"
"6123","동작","미취학교실","유아체육","유소년","기초체력","목 15:00~15:40","본동초등학교병설유치원","20명","본동초등학교병설유치원","서울특별시 동작구 노량진로26길 16-40","02-826-5195","http://bondong.sen.es.kr/136520/subMenu.do"
"6122","동작","체육교실","아동체육","유소년","기초체력","수 16:00~16:40","본동초등학교","15명","본동초등학교 돌봄교실","서울특별시 동작구 노량진로26길 16-40","02-815-1044","http://bondong.sen.es.kr/index.do"
"6121","동작","체육교실","아동체육","유소년","기초체력","수 14:00~15:20","상도초등학교(A,B)","40명","상도초등학교 돌봄교실","서울특별시 동작구 성대로21길 62","02-6269-7014","http://seoulsangdo.sen.es.kr/index.do"
"6120","동작","체육교실","아동체육","유소년","기초체력","화 16:00~16:50","동작종합사회복지관 방과후교실","12명","동작종합사회복지관","서울특별시 동작구 등용로 47","02-6298-8136","http://www.dongjaksw.or.kr/"
"6119","동작","미취학교실","유아체육","유소년","기초체력","화 14:00~15:00","남성초등학교병설유치원(B,C)","35명","남성초등학교병설유치원","서울특별시 동작구 사당로23길 57-14","02-595-3991","http://namsung.sen.es.kr/31559/subMenu.do"
"6118","동작","체육교실","아동체육","유소년","기초체력","월 16:10~17:00","노량진홈스쿨","12명","노량진홈스쿨","서울특별시 동작구 노량진로 30길 22","02-815-3982",""
"6117","동작","미취학교실","유아체육","유소년","기초체력","월 14:00~15:00","은로초등학교병설유치원(A,B)","45명","은로초등학교병설유치원","서울특별시 동작구 서달로 115","02-826-5786","http://eunlo.sen.es.kr/index.do"
"6116","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","금 11:00~11:40","약수데이케어","25명","약수데이케어","서울특별시 동작구 양녕로 36길 2층","02-825-7071","https://cafe.naver.com/yaksudc"
"6115","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","목 11:00~11:40","동작실버센터","30명","동작실버센터","서울특별시 동작구 본동 25-48","02-821-8600","http://www.dongjaksilver.kr"
"6114","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","수,금 14:50~15:30","브라운스톤@경로당","10명","브라운스톤@경로당","서울특별시 동작구 상도동 527","02-825-2090",""
"6113","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","수,금 13:30~14:20","상도3동주민센터","30명","상도3동주민센터","서울특별시 동작구 성대로 2길 11","",""
"6112","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","화,목 14:40~15:20","노빌리티@경로당","15명","노빌리티@경로당","서울특별시 동작구 상도동 36-1","",""
"6111","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","화,목 13:30~14:10","흑석센트레빌@경로당","20명","흑석센트레빌@경로당","서울특별시 동작구 서달로91 111동 경로당","070-8106-5233",""
"6110","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","화 10:50~11:30/화 10:50~11:30","상도데이케어","20명","상도데이케어","서울특별시 동작구 상도로 39가길 7 3층","02-824-6018","http://www.happysangdo.or.kr/"
"6109","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","월 14:20~15:00/화 10:50~11:30","상도데이케어","20명","상도데이케어","서울특별시 동작구 상도로 39가길 7 3층","02-824-6018","http://www.happysangdo.or.kr/"
"6108","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","월 13:30~14:20","상도복지관","30명","상도복지관","서울특별시 동작구 상도로 39가길 7 2층","02-824-6011","http://www.happysangdo.or.kr/"
"6107","동작","어르신체육활동사업","스트레칭, 근력운동, 치매예방운동","어르신","생활체조","월,수 11:20~12:00","더사랑데이케어","30명","더사랑데이케어","서울특별시 동작구 알마타길 21-42 4층","02-6268-0163","https://thelovecare.modoo.at/"
"6106","동작","일반체육활동사업","근력운동, 치매예방, 스트레칭","여성","생활체조","금 13:40~14:20","사당분소","20명","동작구보건소 사당분소","서울특별시 동작구 사당로 253-3","02-820-9644",""
"6105","동작","일반체육활동사업","근력운동, 치매예방, 스트레칭","여성","생활체조","금 13:00~13:40","사당분소","20명","동작구보건소 사당분소","서울특별시 동작구 사당로 253-3","02-820-9644",""
"6104","동작","일반체육활동사업","여성비만 대상 근력운동","여성","스트레칭, 근력운동","화, 목 15:00~15:40","상도어울마당","20명","동작구보건소","서울특별시 동작구 성대로 180","","www.dongjak.go.kr/healthcare/main/main.do"
"6103","동작","일반체육활동사업","여성비만 대상 근력운동","여성","스트레칭, 근력운동","화, 목 14:00~14:45","상도어울마당","20명","동작구보건소","서울특별시 동작구 성대로 180","","www.dongjak.go.kr/healthcare/main/main.do"
"6102","동작","일반체육활동사업","근력운동, 치매예방, 스트레칭","여성","생활체조","화, 목 11:00~11:40","동작노인종합복지관","45명","동작노인종합복지관","서울특별시 동작구 상도11길 7","02-823-0064","www.djsw.or.kr"
"6101","동작","일반체육활동사업","요가","여성","요가","수, 금 11:00~11:45","사당롯데캐슬 아파트","15명","사당롯데캐슬 주민","서울특별시 동작구 사당로27길 190, 106동 지하2층","",""
"6100","동작","체육교실","학교체육","유소년","기초체력","수 14:45~15:25","동작초등학교 돌봄교실","20명","동작초등학교","서울특별시 동작구 동작대로 29길 214","","dongjak.sen.es.kr"
