,행사명,지역구,제목,내용,대상,종목,일시,장소,참가규모(명),수혜기관명,주소,전화번호,기관 홈페이지,위도,경도
112,걷기(북서울꿈의숲),성북,일반체육활동사업,일반체육활동사업,일반,걷기,금 10:00~11:30,북서울꿈의숲,30명,성북구체육회,서울특별시 성북구 삼선교로 30-1,02-36767-7330,http://www.sportssb.or.kr/,37.58795905,127.009126
113,밴드운동(꿈의숲코오롱하늘채아파트),성북,일반체육활동사업,일반체육활동사업,일반,밴드운동,수 10:00~10:45,꿈의숲코오롱하늘채아파트,30명,꿈의숲코오롱하늘채아파트,서울특별시 성북구 돌곶이로 220,010-3499-7854,,37.61901822,127.0464327
114,걷기(성북동성곽길),성북,일반체육활동사업,일반체육활동사업,일반,걷기,월 10:00~11:30,성북동성곽길,30명,성북구체육회,서울특별시 성북구 삼선교로 30-1,02-36767-7330,http://www.sportssb.or.kr/,37.58795905,127.009126
115,생활체조(돈암2동주민센터 다목적홀),성북,일반체육활동사업,일반체육활동사업,일반,생활체조,목 15:00~16:20,돈암2동주민센터 다목적홀,30명,돈암2동주민센터 다목적홀,서울특별시 성북구 흥천사길 7,010-9897-5422,,37.59801698,127.010539
116,생활체조(안암동주민센터 다목적홀),성북,일반체육활동사업,일반체육활동사업,일반,생활체조,수 13:30~14:50,안암동주민센터 다목적홀,30명,안암동주민센터 다목적홀,서울특별시 성북구 고려대로16,010-4266-8991,,37.58582076,127.0213756
117,배드민턴(용두문화복지센터 (체육관)),동대문,일반체육활동사업,유소년,일반,배드민턴,"화,목 10:00~11:30",용두문화복지센터 (체육관),15명,용두문화복지센터,서울특별시 동대문구 고산자로28길 13,02-6929-2647,,37.57532359,127.0391728
118,배드민턴(광장동실내배드민턴장),광진,일반체육활동사업,일반체육활동사업,성인,배드민턴,"화,목 14:00~15:00",광장동실내배드민턴장,15명,광장동실내배드민턴장,서울 광진구 천호대로140길 40,02-458-9062,,37.54442528,127.1001957
119,배드민턴(광장동실내배드민턴장),광진,일반체육활동사업,일반체육활동사업,성인,배드민턴,"화,목 13:00~14:00",광장동실내배드민턴장,15명,광장동실내배드민턴장,서울 광진구 천호대로140길 40,02-458-9062,,37.54442528,127.1001957
120,헬스(광진구보건소운동교육실),광진,일반체육활동사업,일반체육활동사업,성인,헬스,"화,수 10:30~11:10",광진구보건소운동교육실,20명,광진구보건소,서울특별시 광진구 자양로117,02-450-1300,,37.53853161,127.0819098
121,헬스(광진구보건소운동교육실),광진,일반체육활동사업,일반체육활동사업,성인,헬스,"화,수 09:30~10:10",광진구보건소운동교육실,20명,광진구보건소,서울특별시 광진구 자양로117,02-450-1300,,37.53853161,127.0819098
122,헬스(광진구청 보건소체력단련실),광진,일반체육활동사업,일반체육활동사업,성인,헬스,목 10:30~11:30,광진구청 보건소체력단련실,10명,광진구청 보건소체력단련실,서울특별시 자양로117 보건소2층,02-450-1586,,37.53853161,127.0819098
123,헬스(광진구청 보건소체력단련실),광진,일반체육활동사업,일반체육활동사업,성인,헬스,목 09:30~10:30,광진구청 보건소체력단련실,10명,광진구청 보건소체력단련실,서울특별시 자양로117 보건소2층,02-450-1586,,37.53853161,127.0819098
124,라인댄스(주민센터3층체육관),광진,일반체육활동사업,일반체육활동사업,성인,라인댄스,금 10:20~11:00,주민센터3층체육관,20명,구의1동주민센터,서울특별시 광진구 광나루로36길56,02-450-1506,,37.54241324,127.0856773
125,리듬댄스(주민센터3층체육관),광진,일반체육활동사업,일반체육활동사업,성인,리듬댄스,금 09:40~10:20,주민센터3층체육관,20명,구의1동주민센터,서울특별시 광진구 광나루로36길56,02-450-1506,,37.54241324,127.0856773
126,라인댄스(주민센터3층체육관),광진,일반체육활동사업,일반체육활동사업,성인,라인댄스,목 11:50~12:30,주민센터3층체육관,15명,화양동주민센터,서울특별시 광진구 능동로 17길39,02-450-1515,,37.54652678,127.0712676
127,리듬댄스(주민센터3층체육관),광진,일반체육활동사업,일반체육활동사업,성인,리듬댄스,목 11:00~11:40,주민센터3층체육관,15며,화양동주민센터,서울특별시 광진구 능동로 17길39,02-450-1515,,37.54652678,127.0712676
128,라인댄스(주민센터3층체육관),광진,일반체육활동사업,일반체육활동사업,성인,라인댄스,화 14:50~15:30,주민센터3층체육관,15명,자양2동주민센터,서울특별시 광진구 자양로3가길,02-450-1511,,37.52896132,127.0847812
129,리듬댄스(주민센터3층체육관),광진,일반체육활동사업,일반체육활동사업,성인,리듬댄스,화 14:00~14:40,주민센터3층체육관,15명,자양2동주민센터,서울특별시 광진구 자양로3가길,02-450-1511,,37.52896132,127.0847812
130,헬스(보건소 체력단련장),광진,일반체육활동사업,일반체육활동사업,성인,헬스,수 09:20~10:00,보건소 체력단련장,20명,광진구보건소,서울특별시 광진구 자양로117,02-450-1422,www.gwangjin.go.kr/health/main/main.do,37.53853161,127.0819098
131,배드민턴(광장복지관),광진,일반체육활동사업,일반지도자체육활동사업,일반,배드민턴,화 16:10~17:00,광장복지관,20명,광장복지관,서울특별시 광진구 아차산로66길 8,02-2201-1333,,37.54103356,127.0970671
132,요가(광장복지관),광진,일반체육활동사업,일반지도자체육활동사업,일반,요가,화 15:30~16:10,광장복지관,20명,광장복지관,서울특별시 광진구 아차산로66길 8,02-2201-1333,,37.54103356,127.0970671
133,축구(성동구민종합체육센터),성동,일반체육활동사업,축구,일반,축구,"화, 목 16:00~17:00",성동구민종합체육센터,20명,성동구민종합체육센터,서울특별시 성동구 왕십리로 89,02-2204-7617,https://www.happysd.or.kr/index.do,37.54584153,127.044028
134,요가(구립장애인주간보호센터),용산,일반체육활동사업,일반체육활동사업,일반,요가,목 14:30~15:10/금 14:30~15:10,구립장애인주간보호센터,20명,구립장애인주간보호센터,서울특별시 용산구 한강대로 331 3층,02-701-4282,https://happylog.naver.com/hlog/yongsan4282/home,37.54790166,126.9714991
135,요가(구립용산장애인복지관),용산,일반체육활동사업,일반체육활동사업,일반,요가,월 12:50~14:20/목 13:00~13:40,구립용산장애인복지관,20명,구립용산장애인복지관,서울특별시 용산구 효창원로 93길 49,070-4657-2018,http://www.ysrehab.or.kr/,37.54730707,126.961569
136,요가(효창주민센터),용산,일반체육활동사업,일반체육활동사업,일반,요가,월 11:00~11:50/수 11:00~11:50,효창주민센터,20명,햇빛자리주간보호시설,서울특별시 용산구 효창원로 161 효창주민센터 5층 대강당,010-4164-4170,없음,37.54250834,126.9618379
137,스트레칭(효창종합사회복지관),용산,일반체육활동사업,일반체육활동사업,일반,스트레칭,금 09:30~12:00,효창종합사회복지관,30명,효창종합사회복지관,서울특별시 용산구 효창동 5-65,,https://www.hyochang.or.kr:6017/,37.54118506,126.9630008
138,테라밴드(효창종합사회복지관),용산,일반체육활동사업,일반체육활동사업,일반,테라밴드,목 09:30~12:00,효창종합사회복지관,30명,효창종합사회복지관,서울특별시 용산구 효창동 5-65,,https://www.hyochang.or.kr:6017/,37.54118506,126.9630008
139,스트레칭(효창종합사회복지관),용산,일반체육활동사업,일반체육활동사업,일반,스트레칭,수 09:30~12:00,효창종합사회복지관,30명,효창종합사회복지관,서울특별시 용산구 효창동 5-65,,https://www.hyochang.or.kr:6017/,37.54118506,126.9630008
140,덤벨체조(효창종합사회복지관),용산,일반체육활동사업,일반체육활동사업,일반,덤벨체조,화 09:30~12:00,효창종합사회복지관,30명,효창종합사회복지관,서울특별시 용산구 효창동 5-65,,https://www.hyochang.or.kr:6017/,37.54118506,126.9630008
141,스트레칭(효창종합사회복지관),용산,일반체육활동사업,일반체육활동사업,일반,스트레칭,월 09:30~12:00,효창종합사회복지관,30명,효창종합사회복지관,서울특별시 용산구 효창동 5-65,,https://www.hyochang.or.kr:6017/,37.54118506,126.9630008
142,스트레칭(세라밴드)(필동주민센터),중구,일반체육활동사업,스트레칭(세라밴드),일반,스트레칭(세라밴드),목 14:00~14:40,필동주민센터,20명,필동주민센터,서울특별시 중구 퇴계로36길 42,02-3396-6594,https://www.junggu.seoul.kr/dong/pil/main.do,37.56015769,126.9955974
143,스트레칭(세라밴드)(필동주민센터 2층),중구,일반체육활동사업,스트레칭(세라밴드),일반,스트레칭(세라밴드),화 14:00~14:40,필동주민센터 2층,20명,필동주민센터,서울특별시 중구 퇴계로36길 42,02-3396-6594,https://www.junggu.seoul.kr/dong/pil/main.do,37.56015769,126.9955974
144,스트레칭(세라밴드)(장충체육관),중구,일반체육활동사업,스트레칭(세라밴드),일반,스트레칭(세라밴드),화 10:00~10:50,장충체육관,15명,장충체육관,서울특별시 중구 동호로 241,02-2128-2814,https://www.sisul.or.kr/open_content/jangchung/,37.55864066,127.0066775
145,스트레칭(세라밴드)(황학동주민센터),중구,일반체육활동사업,스트레칭(세라밴드),일반,스트레칭(세라밴드),월 10:30~11:30,황학동주민센터,15명,황학동주민센터,서울특별시 중구 난계로11길 52,02-3396-6893,https://www.junggu.seoul.kr/dong/hwanghak/main.do,37.56742273,127.0213823
146,"헬스, 근력운동(황학동주민센터)",중구,일반체육활동사업,"헬스, 근력운동",일반,"헬스, 근력운동","수,금 10:30~11:30",황학동주민센터,20명,황학동주민센터,서울특별시 중구 난계로11길 52,02-3396-6907,,37.56742273,127.0213823
147,학교체육(중구모든아이손기정센터),중구,일반체육활동사업,학교체육,일반,학교체육,금 15:25~17:40,중구모든아이손기정센터,20명,중구모든아이손기정센터,서울특별시 중구 손기정로 101,,,37.5554795,126.9648157
148,학교체육(중구모든아이중림센터),중구,일반체육활동사업,학교체육,일반,학교체육,목 14:50~17:20,중구모든아이중림센터,20명,중구모든아이중림센터,서울특별시 중구 서소문로6길 16,,,37.55943026,126.9662595
149,헬스(다산동주민센터),중구,일반체육활동사업,헬스,일반,헬스,목 14:00~14:40,다산동주민센터,15명,다산동주민센터,서울특별시 중구 동호로 15길50,02-3396-6740,http://www.junggu.seoul.kr/dong/dasan/main.do,37.55433289,127.0082945
150,헬스(청구동주민센터),중구,일반체육활동사업,헬스,일반,헬스,목 10:00~10:40,청구동주민센터,15명,청구동주민센터,서울특별시 중구 청구로 3길 55,02-3396-6800,http://www.junggu.seoul.kr/dong/cheonggu/main.do,37.55706761,127.0146854
151,헬스(다산동주민센터),중구,일반체육활동사업,헬스,일반,헬스,화 14:00~14:40,다산동주민센터,15명,다산동주민센터,서울특별시 중구 동호로 15길50,02-3396-6740,http://www.junggu.seoul.kr/dong/dasan/main.do,37.55433289,127.0082945
152,헬스(청구동주민센터),중구,일반체육활동사업,헬스,일반,헬스,화 10:00~10:40,청구동주민센터,15명,청구동주민센터,서울특별시 중구 청구로 3길 55,02-3396-6800,http://www.junggu.seoul.kr/dong/cheonggu/main.do,37.55706761,127.0146854
153,에어로빅(훈련원공원종합체육관),중구,일반체육활동사업,에어로빅,일반,에어로빅,"월, 수, 금 10:10~11:00",훈련원공원종합체육관,14명,중구시설관리공단,서울특별시 중구 을지로227 훈련원공원 내,02-2280-8394,http://www.e-junggu.or.kr/,37.56692913,127.0043893
154,축구(송파여성축구장),송파,축구,축구,일반,축구,"월, 금 10:00~12:00",송파여성축구장,20명,송파구여성동호인,송파구 방이동88,,,37.52103148,127.1161651
155,탁구(대청종합복지관),강남,탁구,탁구,일반,탁구,월 16:00~16:40/16:40~17:20,대청종합복지관,20명,대청종합복지관,서울 강남구 양재대로55길 10,02-469-6882,http://www.daechung.or.kr/main/main.php,37.49315404,127.0909914
156,특수체육(하상장애인복지관),강남,특수체육,특수체육,일반,특수체육,화 15:30~16:20/16:20~17:00,하상장애인복지관,8명,하상장애인복지관,서울 강남구 개포로613,02-451-6000,http://www.hasang.org/main/main.php,37.49255359,127.0751317
157,생활체육(강당),서초,생활체육,생활체육,성인,생활체육,월 14:30~15:30,강당,15명,사랑의복지관,서울 서초구 강남대로65길 19,02-540-6500,http://www.esarang.org/,37.49983877,127.0239978
158,특수체육(강당),서초,특수체육,특수체육,성인,특수체육,화 11:00~11:50,강당,10명,사랑의 복지관,서울시 서초구 강남대로65길 19,02-540-6500,http://www.esarang.org,37.49983877,127.0239978
159,특수체육(강당),서초,특수체육,특수체육,성인,특수체육,금 10:00~12:00,강당,15명,한우리정보문화센터,서초구 남부순환로 340길 15,02-2055-0909,,37.48205213,127.0250125
160,특수체육(강당),서초,특수체육,특수체육,성인,특수체육,화 13:10~15:10,강당,15명,다니엘복지원,서초구 헌릉로8길 42 ,02-455-4892,,37.45411333,127.0614366
161,헬스(내곡열린문화센터),서초,헬스,헬스,성인,헬스,"월,수 10:00~12:00",내곡열린문화센터,20명,내곡동주민센터,서울 서초구 청계산로 15길 77,02-2155-7951,,37.44935828,127.0583143
162,각 종 뉴스포츠(비상청소년사회복귀시설),관악,각 종 뉴스포츠,각 종 뉴스포츠,일반,각 종 뉴스포츠,화 14:10~14:50,비상청소년사회복귀시설,20명,비상청소년사회복귀시설,관악구 남부순환로 2054,070-4200-4401,http://www.visang.or.kr/,37.47633698,126.9769252
163,각 종 뉴스포츠(비상청소년사회복귀시설),관악,각 종 뉴스포츠,각 종 뉴스포츠,일반,각 종 뉴스포츠,화 13:30~14:10,비상청소년사회복귀시설,20명,비상청소년사회복귀시설,관악구 남부순환로 2054,070-4200-4401,http://www.visang.or.kr/,37.47633698,126.9769252
164,기초체력(노들나루공원),동작,걷기교실,걷기,일반,기초체력,화 10:00~11:00,노들나루공원,30명,동작구보건소,서울 동작구 노량진로 247 본동시민공원,02-820-9435,www.dongjak.go.kr/healthcare/main/main.do ,37.51453063,126.9524302
165,"스트레칭,헬스(대림3동헬스장)",영등포,"스트레칭,헬스","스트레칭,헬스",일반,"스트레칭,헬스","목, 09:00~09:40",대림3동헬스장,50세,대림3동주민센터,서울특별시 영등포구 대림로 197,02-843-5536,,37.49831352,126.8980344
166,"스트레칭,헬스(대림3동헬스장)",영등포,"스트레칭,헬스","스트레칭,헬스",일반,"스트레칭,헬스","월, 09:00~09:40",대림3동헬스장,50세,대림3동주민센터,서울특별시 영등포구 대림로 197,02-843-5536,,37.49831352,126.8980344
167,"스트레칭,생활체조(영인구립경로당)",영등포,"스트레칭,생활체조","스트레칭,생활체조",일반,"스트레칭,생활체조","목, 14:00~14:40",영인구립경로당,20명,영인구립경로당,서울특별시 영등포구 도림로58길 11,,,37.49607398,126.9027391
168,헬스(대림1동 주민자치센터),영등포,헬스,헬스,일반,헬스,"수, 09:50~11:10",대림1동 주민자치센터,20명,대림1동 주민자치센터,영등포구 디지털로 441 대림제1동 사무소 체육관3층,02-2670-1379,,37.49545723,126.905842
169,헬스(양평동주민복지회관),영등포,헬스,헬스,일반,헬스,"월, 09:50~11:10 수 10:00~11:20",양평동주민복지회관,20명,양평동주민복지회관,서울 영등포구 선유서로 34길 10 4층,,,37.5268695,126.8874353
170,축구(금천구청 환경미화원),금천,축구,축구,성인 (20~50대),축구,수 16:00~18:00,금천구청 환경미화원,25,금천구청 환경미화원,서울시 금천구 독산동 1086,02-2627-2375,https://www.geumcheon.go.kr/,37.46367414,126.8841434
171,뉴스포츠(구로종합사회복지관),구로,뉴스포츠,뉴스포츠,일반,뉴스포츠,금 16:00~16:40,구로종합사회복지관,20명,구로종합사회복지관,구로구 디지털로31길 93,02-852-0525,https://9ro.or.kr/,37.48682339,126.8908274
172,체육(화원종합사회복지관방과후교실),구로,체육,체육,일반,체육,목 14:40~16:10(2),화원종합사회복지관방과후교실,40명,화원종합사회복지관방과후교실,구로구 벚꽃로 484,02-837-0761,http://www.hwawon.org/,37.49733165,126.8801354
173,헬스(공항동주민센터),강서,헬스,헬스,일반,헬스,금 10:40~11:20,공항동주민센터,25명,공항동주민센터,서울 강서구 송정로45,,,37.55878281,126.8100743
174,헬스(공항동주민센터),강서,헬스,헬스,일반,헬스,금 10:00~10:40,공항동주민센터,25명,공항동주민센터,서울 강서구 송정로45,,,37.55878281,126.8100743
175,헬스(공항동주민센터),강서,헬스,헬스,일반,헬스,목 10:00~11:00,공항동주민센터,25명,공항동주민센터,서울 강서구 송정로45,,,37.55878281,126.8100743
176,헬스(염창동주민센터),강서,헬스,헬스,일반,헬스,수 10:40~11:20,염창동주민센터,16명,염창동주민센터,서울 강서구 양천로67가길 63,02-2600-7306,,37.55377136,126.8709657
177,헬스(염창동주민센터),강서,헬스,헬스,일반,헬스,수 10:00~10:40,염창동주민센터,16명,염창동주민센터,서울 강서구 양천로67가길 63,02-2600-7306,,37.55377136,126.8709657
178,보디빌딩(우장산동주민센터),강서,보디빌딩,보디빌딩,일반,보디빌딩,"화,금 14:40~15:20",우장산동주민센터,10명,우장산동주민센터,서울 강서구 우현로 34,02-2600-7732,,37.54828859,126.8418363
179,헬스(우장산동주민센터),강서,헬스,헬스,일반,헬스,"화,금 14:00~14:40",우장산동주민센터,10명,우장산동주민센터,서울 강서구 우현로 34,02-2600-7732,,37.54828859,126.8418363
180,헬스(등촌2동주민센터),강서,헬스,헬스,일반,헬스,화 10:00~11:00,등촌2동주민센터,10명,등촌2동주민센터,서울 강서구 등촌로 143,02-2600-7386,http://www.gangseo.seoul.kr/new_portal/dong/index.jsp?dnum=3&dcode=DC2,37.54265827,126.8625035
181,특수체육(늘푸른나무복지관),강서,특수체육,특수체육,일반,특수체육,목 10:20~11:00,늘푸른나무복지관,10명,성요한복지회,서울 강서구 허준로5길 37,02-3661-3401,http://www.egreen.or.kr/index.htm,37.56853632,126.8511172
182,특수체육(그라나다보호작업센터),강서,특수체육,특수체육,일반,특수체육,화 09:50~10:30,그라나다보호작업센터,30명,성요한복지회,서울 강서구 허준로5길 37,02-3661-3402,http://www.granada.or.kr/,37.56853632,126.8511172
183,헬스(등촌2동주민센터),강서,헬스,헬스,일반,헬스,수 10:40~11:20,등촌2동주민센터,10명,등촌2동주민센터,서울 강서구 등촌로 143,02-2600-7386,http://www.gangseo.seoul.kr/new_portal/dong/index.jsp?dnum=3&dcode=DC2,37.54265827,126.8625035
184,스트레칭(등촌2동주민센터),강서,스트레칭,스트레칭,일반,스트레칭,"월,수 10:00~10:40",등촌2동주민센터,10명,등촌2동주민센터,서울 강서구 등촌로 143,02-2600-7386,http://www.gangseo.seoul.kr/new_portal/dong/index.jsp?dnum=3&dcode=DC2,37.54265827,126.8625035
185,헬스(염창동주민센터),강서,헬스,헬스,일반,헬스,금요일 14:00~15:00,염창동주민센터,15명,염창동주민센터,서울 강서구 양천로67가길 63,02-2600-7335,,37.55377136,126.8709657
186,헬스(가양3동 주민센터),강서,헬스,헬스,일반,헬스,목요일 14:00~15:00,가양3동 주민센터,15명,가양3동 주민센터,서울 강서구 허준로 202,02-2600-7865,,37.56108697,126.8605577
187,헬스(등촌3동주민센터),강서,헬스,헬스,일반,헬스,목요일 10:00~11:20,등촌3동주민센터,20명,등촌3동 주민센터,서울 강서구 화곡로63길 96,02-2600-7445,,37.55888771,126.8479185
188,헬스(공항동주민센터),강서,헬스,헬스,일반,헬스,수요일 14:00~15:00,공항동주민센터,15명,공항동주민센터,서울 강서구 송정로 45,02-2600-7935,,37.55878281,126.8100743
189,배드민턴(우장산 배드민턴장),강서,배드민턴,배드민턴,일반,배드민턴,"수,금 10:00~11:20",우장산 배드민턴장,20명,강서구 주민,서울 강서구 화곡동,,,37.5362848,126.8489523
190,헬스(가양2동 주민센터),강서,헬스,헬스,일반,헬스,화요일 14:00~15:00,가양2동 주민센터,15명,가양2동 주민센터,서울 강서구 허준로 93 ,02-2600-7825,,37.56739892,126.8512712
191,헬스(등촌3동주민센터),강서,헬스,헬스,일반,헬스,월요일 14:00~15:20,등촌3동주민센터,20명,등촌3동 주민센터,서울 강서구 화곡로63길 96,02-2600-7445,,37.55888771,126.8479185
192,헬스(염창동주민센터),강서,헬스,헬스,일반,헬스,월요일 10:00~11:00,염창동주민센터,15명,염창동 주민센터,서울 강서구 양천로67가길 63,02-2600-7335,,37.55377136,126.8709657
193,뉴스포츠(기쁜우리복지관 강당),강서,뉴스포츠,뉴스포츠 활동,일반,뉴스포츠,목 10:20~11:40,기쁜우리복지관 강당,18명,기쁜우리복지관,서울 강서구 허준로65,02-3665-3831,http://www.gibbun.or.kr,37.56927822,126.8488644
194,탁구(공항동주민센터 강당),강서,생활체육 교실,생활체육 교실,일반,탁구,수 13:00~14:20,공항동주민센터 강당,10명,공항동 주민센터,서울 강서구 송정로 45,,,37.55878281,126.8100743
195,족구(해누리족구장),양천,족구,족구,일반성인,족구,"화, 목 10:30~11:30",해누리족구장,15명,양천구족구협회,서울 양천구 안양천로 711,,,37.5115265,126.872374
196,헬스&근력운동(G.X)(목4동주민센터),양천,헬스&근력운동(G.X),헬스&근력운동(G.X),성인,헬스&근력운동(G.X),"수,금 10:00~11;30",목4동주민센터,20명,목4동주민센터,양천구 목동중앙로25(목동),2620-4000,https://www.yangcheon.go.kr/dong/mok04/main.do,37.53243314,126.8683948
197,헬스&근력운동(G.X)(신월4동주민센터),양천,헬스&근력운동(G.X),헬스&근력운동(G.X),성인,헬스&근력운동(G.X),화 09:30~11:30 / 금 14:30~15:15,신월4동주민센터,20명,신월4동주민센터,양천구 오목로5길 34(신월동),2620-4110,https://www.yangcheon.go.kr/dong/sinwol04/main.do,37.52469581,126.8400811
198,근력운동(양천보건소),양천,근력운동,근력운동,성인,근력운동,"월,목 10:00~10:50",양천보건소,42명,양천보건소,양천구 목동서로 339(신정동) ,2620-3114,http://www.yangcheon.go.kr/health/health/main.do,37.51770616,126.8657394
199,탁구(목동종합사회복지관),양천,탁구교실,탁구교실,일반,탁구,금 16:40~18:00,목동종합사회복지관,15명,목동종합사회복지관,서울양천구 목동중앙북로8길104,02-2651-2333,http://sseoul.or.kr/,37.54424009,126.8663764
200,탁구(목동종합사회복지관),양천,탁구교실,탁구교실,일반,탁구,금 15:00~16:40,목동종합사회복지관,15명,목동종합사회복지관,서울양천구 목동중앙북로8길104,02-2651-2332,http://sseoul.or.kr/,37.54424009,126.8663764
201,탁구(신정종합사회복지관),양천,탁구교실,탁구교실,일반,탁구,화 16:50~17:30,신정종합사회복지관,15명,신정종합사회복지관,서울 양천구 신정중앙로 36,02-2651-2333,http://sseoul.or.kr/,37.52730285,126.8555308
202,탁구(신정종합사회복지관),양천,탁구교실,탁구교실,일반,탁구,화 16:00~16:40,신정종합사회복지관,15명,신정종합사회복지관,서울양천구 목동중앙북로8길104,02-2651-2332,http://sseoul.or.kr/,37.54424009,126.8663764
203,생활체조(아현건강증진센터),마포,생활체조,생활체조,일반,생활체조,월 13:30~14:30,아현건강증진센터,15명,아현건강증진센터,서울 마포구 마포대로11길 44-81,02-3153-9882,,37.55212686,126.9512971
204,생활체조(아현건강증진센터),마포,생활체조,생활체조,일반,생활체조,수 13:30~14:30,아현건강증진센터,15명,아현건강증진센터,서울 마포구 마포대로11길 44-81,02-3153-9882,,37.55212686,126.9512971
205,헬스(홍제천 인근),서대문,우리동네파크트레이너,우리동네파크트레이너,일반,헬스,월 10:00~12:00,홍제천 인근,30,,서울 서대문구 연희동 170-181,02-330-1126,,37.5798169,126.9356641
206,생활체조(사당분소),동작,생활체조,"근력운동, 치매예방, 스트레칭",여성,생활체조,금 13:40~14:20,사당분소,20명,동작구보건소 사당분소,서울 동작구 사당로 253-3,02-820-9644,,37.4836744,126.9758707
207,생활체조(사당분소),동작,생활체조,"근력운동, 치매예방, 스트레칭",여성,생활체조,금 13:00~13:40,사당분소,20명,동작구보건소 사당분소,서울 동작구 사당로 253-3,02-820-9644,,37.4836744,126.9758707
208,"스트레칭, 근력운동(상도어울마당)",동작,근력운동,여성비만 대상 근력운동,여성,"스트레칭, 근력운동","화, 목 15:00~15:40",상도어울마당,20명,동작구보건소,서울 동작구 성대로 180,,www.dongjak.go.kr/healthcare/main/main.do ,37.49925547,126.9403722
209,"스트레칭, 근력운동(상도어울마당)",동작,근력운동,여성비만 대상 근력운동,여성,"스트레칭, 근력운동","화, 목 14:00~14:45",상도어울마당,20명,동작구보건소,서울 동작구 성대로 180,,www.dongjak.go.kr/healthcare/main/main.do ,37.49925547,126.9403722
210,요가(사당롯데캐슬 아파트),동작,요가교실,요가,여성,요가,"수, 금 11:00~11:45",사당롯데캐슬 아파트,15명,사당롯데캐슬 주민,"서울 동작구 사당로27길 190, 106동 지하2층",,,37.49095711,126.9715874
211,축구(노들나루공원잔디구장),동작,축구교실,여성축구교실,여성,축구,"목, 금 10:00~12:00",노들나루공원잔디구장,20명,동작구여성축구단,서울 동작구 노량진로 247,,,37.51453063,126.9524302
212,생활체육(모랫말꿈터),영등포,생활체육,생활체육,일반,생활체육,수 12:50~14:10,모랫말꿈터,15명,모랫말꿈터,서울특별시 영등포구 도영로11길 11,,,37.51062509,126.8969571
213,"스트레칭, 헬스(도림동자치센터 헬스장)",영등포,"스트레칭, 헬스","스트레칭, 헬스",일반,"스트레칭, 헬스",수 09:20~10:40,도림동자치센터 헬스장,20명,도림동자치센터 헬스장,서울특별시 영등포구 도영로7길 10,02-832-1780,,37.5094934,126.8959996
214,"스트레칭, 헬스(신길3동주민센터 헬스장)",영등포,"스트레칭, 헬스","스트레칭, 헬스",일반,"스트레칭, 헬스",화 09:50~11:10,신길3동주민센터 헬스장,20명,신길주민센터 헬스장,서울특별시 영등포구 신길로41라길 13-8,02-846-9697,,37.50729867,126.9077496
215,"스트레칭,헬스(영등포구자치회관헬스장)",영등포,"스트레칭,헬스","스트레칭,헬스",일반,"스트레칭,헬스",화 09:30~10:40,영등포구자치회관헬스장,20명,영등포구자치회관헬스장,영등포구 국회대로44길4 ,02-2068-8810,,37.52538799,126.9036383
216,학교체육(월계문화복지센터),노원,학교체육,학교체육,일반,학교체육,목 17:00~17:40,월계문화복지센터,8명,노원구민,서울 노원구 월계로42길 9,,,37.62426476,127.0507921
217,걷기(경춘선 숲길),노원,걷기,걷기,일반,걷기,"월,수 10:00~11:20",경춘선 숲길,10명,노원구민,서울 노원구 공릉동 320-2,,,37.6213792,127.0782522
218,걷기(경춘선 숲길),노원,걷기,걷기,일반,걷기,"화,목 10:00~11:20",경춘선 숲길,10명,노원구민,서울 노원구 공릉동 320-2,,,37.6213792,127.0782522
219,걷기(경춘선 숲길),노원,힐링걷기교실,바르게 걷기,일반,걷기,"목, 금 10:00~11:20",경춘선 숲길,10명,노원구민,서울 노원구 공릉동 320-2,,,37.6213792,127.0782522
220,걷기(경춘선 숲길),노원,힐링걷기교실,바르게 걷기,일반,걷기,"월, 금 10:00~11:20",경춘선 숲길,10명,노원구민,서울 노원구 공릉동 320-2,,,37.6213792,127.0782522
221,축구(강북구민운동장),강북,축구,축구,일반,축구,수 13:40~16:00,강북구민운동장,35명,수유시장상인회축구동아리,강북구 오현로 187-25,,,37.62942638,127.0379894
222,테라밴드(수유1동주민센터),강북,테라밴드,테라밴드,일반,테라밴드,월 16:00~16:45,수유1동주민센터,15명,수유1동주민센터,강북구 삼양로 299,,,37.6300516,127.0175594
223,웨이트트레이닝(오동생활체육관),강북,웨이트트레이닝,웨이트트레이닝,일반,웨이트트레이닝,"화,목,금 14:00~16:00",오동생활체육관,15명,오동생활체육관,강북구 오패산로52라길,02-989-3422,,37.62191458,127.0335235
224,농구(강북웰빙스포츠센터 3층),강북,농구,농구,일반,농구,"월,수 16:00~17:30",강북웰빙스포츠센터 3층,20명,강북웰빙스포츠센터,강북구 오현로31길 51,02-944-2900,wellbeing.gangbukcmc.seoul.kr,37.63045275,127.0377894
225,생활체조(래미안라센트아파트),성북,생활체조,생활체조,일반,생활체조,목 10:00~10:45,래미안라센트아파트,20명,래미안라센트아파트,서울 성북구 종암로24가길 80,02-917-1426,,37.59931367,127.0392269
226,걷기운동(북한산둘레길),성북,걷기운동,걷기운동,일반,걷기운동,수 10:00~11:50,북한산둘레길,30명,북한산둘레길,서울 성북구 솔샘로25길 121-50,02-3676-7330,,37.62095698,127.0068831
