category_id,name,district,address,latitude,longitude,work_time,price,phone_number,image_url,SNS url,page_url,description,책방 구분명
,반도서점,금천구,금천구 독산로 136,37.45950062,126.9052313,,무료,02-805-9839,,,,,새책방      
,밝은책방,관악구,관악구 봉천로 540-1 2층,37.47838571,126.9577682,,무료,0507-1388-6511,,https://www.instagram.com/brightbooks_law,https://linktr.ee/brightbooks_law,,새책방      
,밤의서점,서대문구,서대문구 성산로 309-51,37.56671359,126.9240556,,무료,,,https://www.instagram.com/librairie_de_nuit,https://smartstore.naver.com/nightbookstore,,새책방      
,배광서점,양천구,양천구 목동중앙남로 28,37.53647642,126.8673893,,무료,02-2643-1020 ,,,,,새책방      
,배화우리서점,종로구,종로구 필운대로1길 31,37.57777837,126.9677399,,무료,02-738-9184,,,,,새책방      
,백호문구서점,마포구,마포구 광성로6안길 10,37.54886866,126.9381762,,무료,02-716-8628,,,,,새책방      
,번동문고,강북구,강북구 오현로 191 지하1층,37.62882043,127.0391947,,무료,02-981-8425,,,,,새책방      
,번역가의 서재,마포구,마포구 동교로17길 67 101호,37.55765179,126.9142773,,무료,0507-1367-7421,,https://www.instagram.com/tlbseoul,,,새책방      
,법문서적,관악구,신림로23길 16 2층,37.47048117,126.9344768,,무료,02-882-3333,,,http://www.bubmoon.com,,새책방      
,벧엘서점,강서구,강서구 강서로47길 36,37.55295337,126.8341859,,무료,02-2663-1678,,,,,새책방      
,별책방(구예스서점),서대문구,서대문구 거북골로20길 71 창경빌딩 지하1층,37.58107104,126.9112801,,무료,0507-1317-0139,,,,,새책방      
,별책부록,용산구,용산구 신흥로16길 7,37.54493118,126.9869973,,무료,070-4007-6690,,https://www.instagram.com/byeolcheck,https://www.byeolcheck.kr,,새책방      
,보람책문고,노원구,노원구 한글비석로 466 지하1층,37.66457189,127.0664179,,무료,02-935-4999,,,,,새책방      
,보성서점,강동구,강동구 양재대로89길 28,37.52689198,127.133932,,무료,02-483-1477,,,,,새책방      
,보안책방,종로구,종로구 효자로 33 2층,37.57911789,126.9736303,,무료,02-720-8409,,https://www.instagram.com/boanbooks,http://b1942.com,,새책방      
,본동서적,금천구,금천구 금하로 631-7,37.45514372,126.9012035,,무료,02-893-0158,,,,,새책방      
,부비프,성북구,성북구 보문로30가길 31,37.58926091,127.0214972,,무료,,,https://www.instagram.com/buvif.bookshop,,,새책방      
,북데이423,강동구,강동구 고덕로 266,37.55469368,127.1551146,,무료,02-442-5581,,https://www.instagram.com/bookday423_official,,,새책방      
,북라인,관악구,관악구 신림로28길 81,37.47202216,126.9378065,,무료,02-883-4939,,,http://gosibookline.co.kr/,,새책방      
,북바이북,종로구,종로구 새문안로5길 19 로얄빌딩,37.57202956,126.9742933,,무료,0507-1313-0416,,https://www.instagram.com/book_by_book,http://bookbybook.co.kr,,새책방      
,북뱅크,노원구,노원구 한글비석로 242 삼부프라자 지하1층,37.6492349,127.0769736,,무료,02-2091-0304,,,,,새책방      
,북새통문고,마포구,마포구 양화로 188 애경타워 5층,37.55774581,126.9264983,,무료,02-324-0211,,,,,새책방      
,북스리브로(구로점),구로구,구로구 구로중앙로 152 NC신구로점 5층,37.50116014,126.882773,,무료,070-4726-2825,,,https://www.bookslibro.com,,새책방      
,북스리브로(상봉점),중랑구,중랑구 상봉로 131 상봉 듀오트리스 지하 1층,37.59740662,127.0921776,,무료,070-4726-7775 ,,,https://www.bookslibro.com,,새책방      
,북스토어17,마포구,독막로5길 33,37.54943953,126.9185605,,무료,0507-1436-0531,,https://www.instagram.com/bookstore17_photobox,https://bookstore17.com,,새책방      
,북스피리언스,마포구,마포구 연남로11길 34 지하1층,37.56540751,126.9170931,,무료,02-324-2399,,https://www.instagram.com/booksperience,https://smartstore.naver.com/booksperience,,새책방      
,북악서점,성북구,성북구 정릉로 159,37.60779676,127.0027864,,무료,02-942-0649,,,,,새책방      
,북오피스,강서구,강서구 공항대로48길 47,37.55261303,126.8545282,,무료,02-2242-6460,,,,,새책방      
,북촌책방,종로구,종로구 북촌로5길 19-12,37.5789522,126.9842012,,무료,02-995-6630,,https://www.instagram.com/bookchonbookstore,https://blog.naver.com/bcbooks1201,,헌책방      
,북커스,종로구,종로구 평창30길 10 2층,37.6109244,126.9751427,,무료,02-394-4588,,https://www.instagram.com/bookers_bookcafe,https://post.naver.com/bluzine?fbclid=IwAR0sKw4HJh8JkPmunzO6sNDEbtaARHpYA4NdehuSBRfWW9DPCZy6RCJrXgM,,새책방      
,북티크,마포구,독막로31길 9 2층,37.55358661,126.9187818,,무료,0507-1394-1141,,https://www.instagram.com/booktique_bookshop,https://www.booktique.kr,,새책방      
,분당책선생,송파구,송파구 송파대로 425 문화빌딩 지하1층,37.5046823,127.1071315,,무료,02-424-4142,,,,,헌책방      
,비건책방 서울,서대문구,서대문구 가재울로2안길 29-14,37.57530743,126.9238625,,무료,0507-1340-0424,,https://www.instagram.com/veganbooks_,https://blog.naver.com/veganbooks_,,새책방      
,비엥북스,은평구,은평구 서오릉로 149 쿠아레비 구산점 내,37.60590116,126.9223492,,무료,0507-1411-7870,,https://www.instagram.com/bienbooks ,https://smartstore.naver.com/bienbooks,,새책방      
,비플랫폼(B-Platform),마포구,마포구 독막로2길 22 3층,37.54763092,126.9144439,,무료,070-4001-8388,,https://www.instagram.com/bplatform,http://blog.naver.com/b-platform,,새책방      
,비화림,종로구,종로구 창덕궁길 153 1층,37.58298867,126.9873972,,무료,0507-1362-0312,,https://www.instagram.com/bihwarim_bookshop,https://smartstore.naver.com/bihwarim_bookshop/,,새책방      
,사가정문고,중랑구,중랑구 사가정로 398,37.58028764,127.0888166,,무료,02-493-9544,,,,,새책방      
,사슴책방(성산점),마포구,마포구 성미산로13길 110,37.56576617,126.9162929,,무료,0507-1409-8092,,https://www.instagram.com/deer_bookshop,https://www.deerbookshop.net,,새책방      
,사유의 사유,도봉구,도봉구 방학로 3길 12,37.6621909,127.0407489,,무료,070-7799-0794,,https://www.instagram.com/sayu_books/,,,새책방      
,사이에 in 공간인흑석,동작구,동작구 흑석로5길 94,37.50928639,126.9588126,,무료,02-325-6563,,https://www.instagram.com/saiebook,https://blog.naver.com/saiebook,,새책방      
,사진책방 고래,종로구,종로구 자하문로 106,37.58537668,126.9703564,,무료,02-720-7274,,https://www.instagram.com/photobooks.gorae,https://smartstore.naver.com/photobooks-gorae,,새책방      
,사해책방 ,양천구,양천구 목동중앙북로 33-20,37.54864596,126.8682829,,무료,0507-1332-9208,,https://www.instagram.com/sahaebooks/ https://twitter.com/sahaebooks,https://blog.naver.com/kim_holiday,,새책방      
,산책자,마포구,성지길 36 3층,37.5471544,126.9129891,,무료,070-8658-2141,,https://www.instagram.com/sanchaekja/,https://blog.naver.com/wordnbow,,새책방      
,살롱 도스또옙스끼,은평구,은평구 가좌로 317 2층,37.59580973,126.9097156,,무료,0507-1347-7412,,https://www.instagram.com/kdoeon,,,헌책방      
,살롱드북,관악구,관악구 남부순환로231길 11,37.48039477,126.9569792,,무료,070-4007-2466,,http://instagram.com/salon_book,https://blog.naver.com/salon_book,,새책방      
,삼보서점문구,관악구,관악구 인헌9길 31,37.47280985,126.9685786,,무료,02-883-8598,,,,,새책방      
,삼환서점,강동구,강동구 구천면로 427,37.55050639,127.1461468,,무료,02-3428-1582,,,,,새책방      
,상계문고,노원구,노원구 동일로 1361 상계주공2단지상가 지하1층,37.65006498,127.0612842,,무료,02-931-9453,,,,,새책방      
,상상아이서점,강서구,강서구 강서로48길 39 2층 ,37.5525607,126.8385922,,무료,02-3664-8034,,,,,새책방      
,상상하는 삐삐,중랑구,중랑구 중랑천로 117 정광빌딩,37.59570848,127.0720292,,무료,02-491-0516,,,http://blog.daum.net/kalman99/,,새책방      
,상암누리문고,마포구,마포구 월드컵북로 396 누리꿈스퀘어 지하1층 1093호,37.57944191,126.8903226,,무료,0507-1313-2689,,,,,새책방      
,상현서림,중랑구,중랑구 답십리로77길 39,37.5733742,127.081476,,무료,02-2275-5886,,https://www.instagram.com/sanghyunbookstore,,,헌책방      
,새고서림,영등포구,영등포구 영신로39길 8-1 201호,37.52169042,126.900341,,무료,0507-1441-2125,,https://www.instagram.com/saego_seorim,https://smartstore.naver.com/a_cat_at_dawn,,새책방      
,새벽감성1집,양천구,양천구 월정로50길 16-8,37.54133887,126.8316923,,무료,0507-1365-1209,,https://www.instagram.com/dawnsense_1.zip,https://blog.naver.com/dawnsense,,새책방      
,샘서림,강남구,개포로 218,37.47850244,127.046661,,무료,02-578-1041,,,,,새책방      
,생각의 주인,관악구,솔밭로7길 17,37.48027196,126.9633731,,무료,070-7604-7104,,https://www.instagram.com/master_of_thought20,https://blog.naver.com/maumhee,,새책방      
,서문서점,중구,중구 청계천로 274 다87호,37.56942586,127.0080476,,무료,02-2274-6482,,https://www.instagram.com/seomunbook,,,헌책방      
,서사 당신의 서재,용산구,용산구 대사관로 6길 5 파크랜드빌딩  6층,37.53411088,127.0003518,,무료,0507-1371-9948,,https://www.instagram.com/seosa_yourlibrary,https://seosa.co.kr,,새책방      
,서울 셀렉션,종로구,종로구 삼청로 6,37.57649164,126.9798626,,무료,02-734-9565,,https://www.instagram.com/seoul__selection/,https://www.seoulselection.com/bookstore/default/index.php,,새책방      
,서울의 시간을 그리다,서대문구,서대문구 독립문로 31-6,37.56945215,126.9616107,,무료,070-4114-6711,,https://www.instagram.com/seoul.timesketch,https://smartstore.naver.com/seoultimesketch/,,새책방      
,서울책방,중구,"중구 세종대로 110, 지하 1층",37.56631742,126.9778292,,무료,02-739-7033,,,http://store.seoul.go.kr,,새책방      
,서울책보고,송파구,송파구 오금로 1,37.50712541,127.1189589,,무료,02-6951-4979,,https://www.instagram.com/seoulbookbogo_official,https://seoulbookbogo.kr,,헌책방      
,서일서적,중랑구,중랑구 용마산로 86길 15,37.58634569,127.0961214,,무료,02-491-0443,,,,,새책방      
,서적백화점,강남구,강남구 선릉로 325 지하1층,37.49859224,127.0515659,,무료,02-577-9876,,,,,새책방      
,서점 리스본,마포구,마포구 성미산로23길 60  1~3층,37.56610369,126.9200702,,무료,,,https://www.instagram.com/bookshoplisbon,http://www.bookshoplisbon.com,,새책방      
,서점 마므레,서대문구,서대문구 명지대길 10 2층,37.58079402,126.925122,,무료,0507-1339-8673,,https://www.instagram.com/mamrebooks,,,새책방      
,서점 정치발전소,마포구,마포구 독막로7길 8 2층,37.54825593,126.9187559,,무료,02-6384-3225,,https://www.instagram.com/powerplantkr/,https://www.powerplantkr.com,,새책방      
,서점극장 라블레,마포구,마포구 백범로25길 5,37.54638507,126.9462977,,무료,02-6368-1578,,https://www.instagram.com/rabelais.kr,https://rabelais.kr,,새책방      
,서초서적문구,서초구,서초구 효령로 224,37.48329291,127.0085356,,무료,02-583-4389,,,,,새책방      
,서촌 그 책방,종로구,종로구 자하문로5가길 30-1,37.57875851,126.9703205,,무료,,,https://www.instagram.com/seochonbooks,https://blog.naver.com/seochonbooks,,새책방      
,서향관,중구,중구 을지로20길 32-3 203호,37.56498098,126.9951959,,무료,,,https://www.instagram.com/paperfragranceroom,,,새책방      
,석계문고,노원구,노원구 화랑로 349 지하1층,37.61537186,127.0666738,,무료,02-949-6148,,,,,새책방      
,선경문고,강남구,강남구 삼성로 311 제동빌딩,37.49964489,127.0601506,,무료,02-563-5111,,,,,새책방      
,선문고(선서적),금천구,금천구 독산로74길 6,37.46866206,126.9026334,,무료,02-869-4027,,,,,새책방      
,선영씨 책방,도봉구,도봉구 삼양로 534-6 2층,37.65077694,127.0135443,,무료,,,https://www.instagram.com/sunyoungs_bookshop,,,새책방      
,선유서가,영등포구,영등포구 양평로30가길 22,37.54278668,126.8907204,,무료,0507-1377-1711,,https://www.instagram.com/seonyu_seoga,https://blog.naver.com/d-holic,,새책방      
,성북동책방,성북구,성북구 동소문로13가길 36,37.59140788,127.0110889,,무료,,,https://www.instagram.com/sungbuk_books_official/,https://blog.naver.com/obadiah43,,새책방      
,세륜서점,송파구,송파구 오금로31길 13,37.5071717,127.1216332,,무료,02-415-2232,,,,,새책방      
,세신서점,송파구,송파구 양산로 14,37.49023952,127.1437991,,무료,02-402-4237,,,,,새책방      
,세화서점,서초구,신반포로 100  B09호,37.50308493,126.9956936,,무료,0507-1418-9334,,,,,새책방      
,세화영어서점,성북구,성북구 삼양로 15-2,37.60466914,127.0246461,,무료,,,https://www.instagram.com/sehwa.eb,https://www.facebook.com/sehwa.eb,,새책방      
,소나기 그림책방,서대문구,서대문구 독립문로 32 2층,37.56928427,126.9612723,,무료,0507-1357-7454,,https://www.instagram.com/sonagi_picturebookshop,https://blog.naver.com/sonagibooks,,새책방      
,소리북스,성북구,성북구 성북로13길2 2층,37.59274943,127.0016836,,무료,02-736-9701,,https://www.instagram.com/soribooks/,http://www.soribooks.com,,새책방      
,소수책방,중구,중구 다산로20길 26 2층,37.55681312,127.0135208,,무료,0507-1303-2439,,https://www.instagram.com/sosoobook/,https://smartstore.naver.com/sosoobook/,,새책방      
,소요서가,중구,"중구 청계천로 160 청계세운상가 바열 309, 310호",37.56797986,126.9953651,,무료,02-2272-1517,,https://www.instagram.com/soyoseoga,https://soyoseoga.com,,새책방      
,소원책담,종로구,종로구 혜화로 6길 17,37.58756324,127.0007693,,무료,0507-1485-8829,,https://www.instagram.com/swbookstory/,https://swbookstory.tistory.com/,,새책방      
,송파문고,송파구,송파구 송파대로37길 70 지하1층,37.49965476,127.1046404,,무료,02-416-4837,,,,,새책방      
,송파서적,송파구,송파구 송파대로32길 8 1층,37.49681342,127.117596,,무료,02-402-4770,,,,,헌책방      
,수도서림,광진구,광진구 용마산로22길 9,37.56369692,127.0875821,,무료,02-454-1062,,,,,새책방      
,수수책방,마포구,토정로 8-7,37.54538549,126.9118045,,무료,0507-1341-3625,,https://www.instagram.com/susu_books,,,새책방      
,수수한 책방,강북구,솔매로50길 81,37.6228734,127.028405,,무료,0507-1376-6994,,https://www.instagram.com/susuhan.books,https://blog.naver.com/kitm123,,새책방      
,숙명도서,용산구,용산구 청파로47길 88,37.54514394,126.965943,,무료,02-717-9139,,,,,새책방      
,순정책방,강동구,강동구 동남로65길 15-5,37.54747901,127.1550007,,무료,070-4062-8202,,https://www.instagram.com/soonjungbookstore,http://blog.naver.com/soonjung_book,,새책방      
,순화동천,중구,서소문로9길 28,37.56361936,126.9703136,,무료,02-772-9001,,https://www.instagram.com/sunhwadongcheon_official ,http://blog.naver.com/sunhwadongcheon ,,새책방      
,숨어있는 책,마포구,마포구 신촌로12길 30 지하,37.55503325,126.9325099,,무료,02-333-1041,,https://www.instagram.com/hiddenbook_sinchon,,,헌책방      
,숭실서적,은평구,은평구 은평터널로7길 17-2 ,37.59231015,126.9044129,,무료,02-374-8917,,,,,새책방      
,스쿨서점,동작구,동작구 대방동길 71,37.50445617,126.9251902,,무료,02-816-4498,,http://www.facebook.com/sbook4498,,,새책방      
,스타더스트,종로구,종로구 새문안로5길 5-7 3층,37.57069897,126.9747221,,무료,,,https://www.instagram.com/stardust_bookcafe,https://blog.naver.com/stardustbookcafe https://smartstore.naver.com/stardustbookcafe,,새책방      
,스토리지북앤필름,용산구,용산구 신흥로 115-1,37.54474562,126.9831368,,무료,070-5103-9975,,https://www.instagram.com/storagebookandfilm,http://www.storagebookandfilm.com,,새책방      
,스토리지북앤필름(로터리점),용산구,용산구 신흥로36길 5,37.54650528,126.981948,,무료,,,https://www.instagram.com/at_storage,http://www.storagebookandfilm.com,,새책방      
,스토리지북앤필름(후암점),용산구,용산구 두텁바위로 94-1,37.54741549,126.9820979,,무료,0507-1491-9979,,https://www.instagram.com/storage_huam,http://www.storagebookandfilm.com,,새책방      
,스토리텔링,성동구,성동구 서울숲4길 13,37.54756905,127.0424499,,무료,02-465-1078,,https://www.instagram.com/ck_storytelling,,,새책방      
,스페인책방,중구,중구 퇴계로 36길 29 기남빌딩 5층 603호,37.56054635,126.9950575,,무료,0507-1311-7694,,https://www.instagram.com/spainbookshop,https://www.spainbookshop.com,,새책방      
,스프링 플레어,마포구,마포구 동교로27길 53,37.56013049,126.9209422,,무료,070-7167-1846,,https://www.instagram.com/springflare.kr,,,새책방      
,스프링한국어서점,마포구,마포구 양화로 193,37.55884094,126.9258762,,무료,0507-1384-8363,,,http://www.springkorean.com,,새책방      
,시시소소,마포구,도화2길 27 도화아파트먼트 마포 3층,37.5395405,126.9494904,,무료,0507-1494-5590,,https://www.instagram.com/sisisosoplaykit,https://www.sisi-soso.com,,새책방      
,시인서점,양천구,양천구 오목로 41,37.52219667,126.8422007,,무료,02-2601-4798,,,,,새책방      
,시절인연,성북구,성북구 보국문로16가길 43-20,37.61268385,127.0113192,,무료,0507-1362-9079,,https://www.instagram.com/_seasonbooks,https://smartstore.naver.com/_sesonbooks,,새책방      
,신고서점,도봉구,도봉구 삼양로144길 21,37.65175543,127.0141334,,무료,02-960-6423,,,http://singoro.com,,헌책방      
,신공손서점,중랑구,중랑구 봉화산로 194 신내동 신아타운 지하 1층,37.60645263,127.094707,,무료,02-3421-1662,,,,,새책방      
,신동아문고,영등포구,영등포구 영등포로 382-1,37.513501,126.9205137,,무료,02-836-1608,,,,,새책방      
,신명문고,도봉구,도봉구 도봉로 705 지하1층,37.66744295,127.0428854,,무료,02-955-9088,,,,,새책방      
,신목서점,양천구,양천구 목동동로 130,37.514999,126.8712369,,무료,02-2647-7216,,,,,새책방      
,신성서림,종로구,종로구 종로 258 대학천상가(덕성빌딩),37.5706569,127.0064795,,무료,02-2265-9579,,,,,새책방      
,신일서점,강북구,강북구 덕릉로 45,37.63464706,127.0188555,,무료,02-908-9552,,,,,헌책방      
,신협서점,종로구,종로구 종로 258,37.5706569,127.0064795,,무료,02-2266-2718,,,,,새책방      
,심지전문서적,강남구,강남구 논현로 723 창성빌딩 1층,37.51660565,127.0292593,,무료,02-543-3476,,https://www.instagram.com/simjibook/,http://www.simjibook.com,,새책방      
,쌈북서점,양천구,양천구 목동서로 277 대림아크로텔 108호,37.52245427,126.8694393,,무료,02-2643-9319 ,,,,,새책방      
,쌍문문고,도봉구,도봉구 도봉로 482 우성빌딩 지하1층,37.64846313,127.0350076,,무료,02-996-0559,,,,,새책방      
,쎄임더스트,성동구,성동구 성수일로 44-1 2층,37.54433654,127.0498222,,무료,070-7954-1217,,https://www.instagram.com/same_dust,http://www.samedust.org,,새책방      
,쏘피아 서점,서대문구,서대문구 충정로 53 13층,37.56375123,126.9646327,,무료,02-362-2036,,,,,새책방      
,쓸모의 발견,도봉구,도봉구 우이천로42길 37 ,37.65441743,127.018406,,무료,,,https://www.instagram.com/sslmo_balgyeon,,,새책방      
,아운트,강동구,강동구 양재대로 126길 54 101호,37.54334035,127.1453044,,무료,0507-1351-3130,,www.instagram.com/a.und_,https://blog.naver.com/aund_,,새책방      
,아인서점,마포구,마포구 월드컵로3길 31-30 3층,37.54991741,126.9109455,,무료,070-8667-0033,,https://www.instagram.com/ain.books,http://ainbooks.kr/,,새책방      
,아직 독립 못 한 책방,마포구,마포대로 190 푸른약국 내,37.55091751,126.9557907,,무료,,,https://www.instagram.com/a_dok_bang,,,새책방      
,아침달 북스토어,마포구,마포구 성미산로 153-16 2층,37.56510695,126.9231097,,무료,02-3446-5238 ,,https://www.instagram.com/achimdal.books,https://blog.naver.com/achimdalbooks,,새책방      
,아크앤북(이마트 더타운몰 월계점),노원구,노원구 마들로3길 15 이마트 월계점 2층,37.62650936,127.0619798,,무료,070-4281-2617,,,,,새책방      
,아크앤북(이태원점),용산구,용산구 장문로 23 지하 1층,37.52856556,126.9931075,,무료,0507-1354-2787,,,,,새책방      
,아크앤북(잠실 롯데월드몰점),송파구,송파구 올림픽로 300 롯데월드몰 4층,37.51375196,127.1044469,,무료,02-3213-4490,,,,,새책방      
,아크앤북(현대 신촌점),서대문구,서대문구 연세로 13 현대백화점 유플렉스 12층,37.55673784,126.9365597,,무료,0507-1349-1702,,,,,새책방      
,악어책방,강서구,강서구 강서로45다길 30-27 초록아파트 단지내 상가동 102호,37.54528183,126.8329703,,무료,0507-1314-3017,,https://www.instagram.com/akoebook,,,새책방      
,안도북스,마포구,마포구 월드컵북로6길 87 2층 201호,37.56028501,126.9225799,,무료,,,https://www.instagram.com/ando_books,http://blog.naver.com/ando78,,새책방      
,알라딘 중고매장(가로수길점),강남구,강남구 강남대로 152길45,37.51839445,127.0229862,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(강남점),강남구,강남구 강남대로 438 지하 1층,37.50164281,127.0263361,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(강서홈플러스점),강서구,강서구 화곡로 398 홈플러스강서점 4층,37.55846996,126.854819,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(건대점),광진구,광진구 능동로 111 지하 1층,37.54106291,127.0708594,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(노원역점),노원구,노원구 동일로 1413 남성빌딩 지하 1층,37.65476885,127.0600193,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(대학로점),종로구,종로구 창경궁로 236 이화빌딩 지하 1층,37.58264363,126.9988342,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(서울대입구역점),관악구,관악구 관악로 171 지하 1층,37.48055351,126.9522333,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(수유점),강북구,강북구 도봉로 342 2층,37.63803455,127.0261287,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(신림점),관악구,관악구 신림로 318 청암위브 지하 1층,37.48257543,126.9302529,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(신촌점),서대문구,서대문구 연세로 21 지하 1층,37.55757241,126.9366783,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(연신내점),은평구,은평구 연서로 214,37.6174451,126.9199521,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(영등포점),영등포구,영등포구 영중로 12 에쉐르 빌딩 지하 2층,37.51761761,126.906507,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(이수역점),동작구,동작구 사당로 310 지하 1층,37.48501514,126.9810218,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(잠실롯데월드타워점),송파구,송파구 올림픽로 305 지하 1층,37.51497717,127.1042164,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(잠실새내역점),송파구,송파구 올림픽로 124 지하 1층,37.51139373,127.084435,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(종로점),종로구,종로구 삼일대로 395 지하 1층,37.56990362,126.9873599,,무료,1544-2514,,,,,헌책방      
,알라딘 중고매장(합정점),마포구,마포구 독막로 5 지하 1층,37.54901989,126.9143079,,무료,1544-2514,,,,,헌책방      
,알지문구서점,강동구,강동구 고덕로 87 2층,37.55491243,127.1349605,,무료,02-481-2143,,,,,새책방      
,알키미스타,은평구,은평구 응암로9길 24,37.58785313,126.9138939,,무료,02-6104-5803,,https://www.instagram.com/alquimi_star,https://smartstore.naver.com/alquimistar,,새책방      
,얄라북스,중구,"중구 을지로 114-6, 606호",37.56583385,126.990609,,무료,02-2274-3331,,,https://studioyalla.com/,,새책방      
,양곡서림,성동구,성동구 난계로 114-31 302호,37.56123125,127.0259523,,무료,02-722-9641,,,,,새책방      
,양지서점,성동구,성동구 금호로 173 신금호파크자이상가동 24호,37.55628641,127.018153,,무료,02-2234-2693,,,,,새책방      
,양지서점,관악구,관악구 인헌6길 24,37.47413123,126.9655067,,무료,02-884-5495,,,,,새책방      
,양현책세상,동작구,동작구 노량진로14길 9,37.51301288,126.942128,,무료,02-812-9070,,,http://www.y-book.com/,,새책방      
,어나더더블유,동작구,동작구 사당로30길 42,37.48308966,126.9808342,,무료,,,https://www.instagram.com/another_writing,https://blog.naver.com/shkb85,,새책방      
,어쩌다 산책,종로구,종로구 동숭길 101 지하 1층,37.58246148,127.00402,,무료,02-747-7147,,https://www.instagram.com/ujd.promenade,,,새책방      
,어쩌다책방,마포구,마포구 월드컵로 19길 74,37.5543449,126.9069541,,무료,070-5121-5629,,https://www.instagram.com/ujd.bookshop,https://www.facebook.com/uhjjuhdah.bookshop,,새책방      
,에덴서점,양천구,양천구 오목로 203,37.52570079,126.8599537,,무료,02-2605-8598,,,,,새책방      
,에이포서점,동작구,만양로8길 68 지하1층,37.51045271,126.9458057,,무료,02-821-0158,,,http://www.a4book.net,,새책방      
,엘지트윈문고(선덕점),도봉구,도봉구 시루봉로 57 ,37.65593119,127.0275217,,무료,02-999-2117,,,,,새책방      
,엘지트윈문고(쌍문점),도봉구,도봉구 도당로 6,37.65871187,127.0353712,,무료,02-996-8324,,,,,새책방      
,엠프티폴더스,관악구,관악구 행운1길 70 1호,37.48173865,126.9565479,,무료,0507-1302-4257,,https://www.instagram.com/emptyfolders,,,새책방      
,여기서울 149쪽,중구,중구 서소문로6길 33,37.55967957,126.9672604,,무료,0507-1456-0192,,https://www.instagram.com/here.149p/,,,새책방      
,여행마을,마포구,월드컵로17길 57 지하1층,37.55486135,126.907757,,무료,0507-1495-8067,,https://www.instagram.com/traveltown_book,https://smartstore.naver.com/traveltown_book,,새책방      
,역사책방,종로구,종로구 자하문로10길 24,37.57927999,126.9728467,,무료,02-733-8348,,https://www.instagram.com/historybook.kr,https://historybook.kr,,새책방      
,연도서,관악구,관악구 남부순환로 1395 성우빌딩,37.48049394,126.9057465,,무료,02-868-2466,,,http://www.yeonvideo.co.kr,,헌책방      
,연신내문고,은평구,은평구 통일로 861 범일빌딩 지하 1층,37.61978504,126.9201939,,무료,02-352-7600,,https://www.instagram.com/ysnbooks,http://www.ysnbook.com/,,새책방      
,연희서점,서초구,서초구 서초중앙로24길 43 유원아파트 상가 113호,37.49594752,127.0189851,,무료,02-595-9773,,,,,새책방      
,열린문고,중랑구,중랑구 공릉로2가길 6,37.61244926,127.078762,,무료,02-977-9313,,https://www.instagram.com/mookdong_openbook/,,,새책방      
,열린문고,구로구,구로구 경인로47다길 4,37.50342595,126.863985,,무료,02-2619-9724,,,,,새책방      
,열린책방,강서구,강서구 등촌로35길 160 지하 1층,37.53593436,126.8625633,,무료,02-2653-7122,,,,,헌책방      
,영광서점,종로구,종로구 종로58길 18,37.57269831,127.0176756,,무료,02-2252-6063,,,,,헌책방      
,영일서점,강서구,강서구 등촌로 39길 7,37.54548307,126.8618004,,무료,02-2651-1893,,,,,새책방      
,영파문고,송파구,송파구 올림픽로575 풍납동우체국,37.53334505,127.1211601,,무료,02-474-3700,,,,,새책방      
,영풍문고(가산마리오점),금천구,금천구 벚꽃로 266 마리오아울렛 3관 6층,37.47844577,126.8850808,,무료,02-2067-3820,,,,,새책방      
,영풍문고(강남역점),강남구,강남구 강남대로 408 YBM어학센터 2층,37.49921703,127.027537,,무료,02-569-9070,,,,,새책방      
,영풍문고(강남포스코점),강남구,강남구 테헤란로 440 포스코센터 지하 1층,37.50581497,127.056131,,무료,02-3452-3112,,,,,새책방      
,영풍문고(김포공항롯데점),강서구,강서구 하늘길38 롯데몰 김포공항 스카이파크 GF층,37.57136985,126.8029604,,무료,02-6116-5541,,,,,새책방      
,영풍문고(미아롯데점),강북구,강북구 도봉로 62 롯데백화점 미아점 6층,37.61459298,127.0305177,,무료,02-944-2651,,,,,새책방      
,영풍문고(사당역점),서초구,서초구 방배천로 11 사당파스텔시티 지하 2층,37.47770076,126.9822361,,무료,02-3487-6213,,,,,새책방      
,영풍문고(스타필드코엑스몰점),강남구,강남구 영동대로 513 스타필드 코엑스몰 지하 1층 J101A호,37.51182391,127.059159,,무료,02-6002-2718,,,,,새책방      
,영풍문고(신림타임스트림점),관악구,관악구 신림로 330 신림타임스트림 7층,37.48385134,126.9302345,,무료,02-889-9675  ,,,,,새책방      
,영풍문고(여의도IFC몰점),영등포구,영등포구 국제금융로 10 IFC몰 L2층,37.52517752,126.9248767,,무료,02-6137-5254,,,,,새책방      
