체험코스 아이디,category_id,course_name,name,district,address,duration_time,order_number,x 좌표,y 좌표,work_time,price,phone_number,,image_url,page_url,description,미래유산 썸네일 경로
101,,근현대 100년의 기억 정동,서울광장,중구,중구 태평로1가 54-3,약 2시간 반,0,126.978204,126.978204,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171016153056_01_thumb.jpg
101,,근현대 100년의 기억 정동,세실극장,중구,중구 세종대로19길 16,약 2시간 반,1,126.976565,126.976565,,,02-751-1500,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013163/jpg/2013163_001_thumb.jpg
81,,&apos;권력의 캔버스&apos; 남산의 어제와 오늘 그리고 미래,서울종합방재센터,중구,중구 퇴계로2가길 6,약 3시간,3,126.991556,126.991556,,,02-726-2071,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013148/jpg/2013148_001_thumb.jpg
81,,&apos;권력의 캔버스&apos; 남산의 어제와 오늘 그리고 미래,남산원 본관,중구,중구 소파로2길 31,약 3시간,2,126.988628,126.988628,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013051/jpg/2013051_001_thumb.jpg
81,,&apos;권력의 캔버스&apos; 남산의 어제와 오늘 그리고 미래,한양공원 비,중구,중구 소파로 57,약 3시간,1,126.982856,126.982856,,,02-6050-3114,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013278/jpg/2013278_011_thumb.jpg
81,,&apos;권력의 캔버스&apos; 남산의 어제와 오늘 그리고 미래,남산육교,중구,중구 남창동 235-1,약 3시간,0,126.976341,126.976341,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2014014/jpg/2014014_013_thumb.jpg
63,,"광희동에서 장충동까지, 한양도성 따라 만나는 지난 100년",국립극장,중구,중구 장충단로 59,약 3시간,0,126.999728,126.999728,,,02-2280-4114,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013027/jpg/2013027_001_thumb.jpg
63,,"광희동에서 장충동까지, 한양도성 따라 만나는 지난 100년",장충동 족발골목,중구,중구 장충단로 174-1 일대,약 3시간,4,127.005894,127.005894,,,02-2279-9759,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013229/jpg/2013229_001_thumb.jpg
63,,"광희동에서 장충동까지, 한양도성 따라 만나는 지난 100년",장충체육관,중구,중구 동호로 241,약 3시간,3,127.006817,127.006817,,,02-2128-2800,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013231/jpg/2013231_006_thumb.jpg
63,,"광희동에서 장충동까지, 한양도성 따라 만나는 지난 100년",장충테니스장,중구,중구 장충단로 내,약 3시간,1,127.002218,127.002218,,,010-7425-8634,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/2013232/jpg/2013232_006_thumb.jpg
63,,"광희동에서 장충동까지, 한양도성 따라 만나는 지난 100년",장충리틀야구장,,장충동2가 197,약 3시간,2,127.003615,127.003615,,,,,,,,http://futureheritage.seoul.go.kr/HeritageImg/heritage/20171017143708_01_thumb.jpg
